core,core_pct,initial_cash_pct,budget_pct,ratchet,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,FinalMultiple,ActualEra_CAGR,ActualEra_MDD,Max_TQQQ_Weight,Avg_TQQQ_Weight,Min_Reserve_Cash_Pct,RatchetTrades,Avg_Actual_Funding_Pct,Min_Actual_Funding_Pct,Baseline_CAGR,Baseline_MDD,CAGR_Increment,MDD_Change
SPY,0.8,0.19999999999999996,0.2,BAL,0.13149799428722053,-0.5134007991193139,0.2561312614097831,29.804318829670457,1224,-0.33173332704131375,-0.4272328954051885,-0.33188947323535534,-0.5134007991193139,0.26132988216353104,-0.11266812597589948,-0.13540200533900992,-0.25616741412295374,19.56586233008005,-0.4353438753478601,29.804318829670457,0.20044182712773262,-0.4353438753478601,0.7343367740578943,0.2733901429154157,0.0,4,0.1973930826138527,0.18435849568311613,0.07865399990891064,-0.440978939050936,0.05284399437830989,-0.07242186006837792
QQQ,0.4,0.6,0.1,NONE,0.11524018137681624,-0.4749093697435235,0.24265720728789184,20.024967638647354,3670,-0.4366375141264739,-0.46475843733100797,-0.1371998110740088,-0.2740865915940417,0.20551637456908423,-0.07568174682679119,-0.14193899584077807,-0.2553598547307496,13.545668369461966,-0.4749093697435235,20.024967638647354,0.17558236211271194,-0.4749093697435235,0.8164595637220968,0.23999744879317464,0.05929156292377166,0,0.09999999999999999,0.1,0.07702498363098886,-0.4534727395353849,0.03821519774582738,-0.021436630208138574
QQQ,0.4,0.6,0.1,MILD,0.11618757557178161,-0.46475843733100797,0.2499956240472318,20.49768926497699,3670,-0.4366375141264739,-0.46475843733100797,-0.1371998110740088,-0.2740865915940417,0.2029965021014728,-0.07344011652165383,-0.14090724684835654,-0.2532359743336494,13.8890423080242,-0.38995209168902834,20.49768926497699,0.17724080865959535,-0.38995209168902834,0.7508430785361606,0.22552887919792042,0.10745153315950753,2,0.09999999999999999,0.1,0.07702498363098886,-0.4534727395353849,0.039162591940792746,-0.01128569779562305
QQQ,0.4,0.6,0.1,BAL,0.11059611372656186,-0.46475843733100797,0.23796472499065927,17.855632272777534,3670,-0.4366375141264739,-0.46475843733100797,-0.1371998110740088,-0.2740865915940417,0.2193936044341882,-0.08798779473072327,-0.14748317135014344,-0.2667592568669712,11.9699138722018,-0.38351789615001575,17.855632272777534,0.16746621610789392,-0.38351789615001575,0.6311953887579287,0.21088332199367757,0.1863334336890309,2,0.09999999999999999,0.1,0.07702498363098886,-0.4534727395353849,0.033571130095573,-0.01128569779562305
QQQ,0.4,0.6,0.15,NONE,0.13184118533423583,-0.49796581556490105,0.2647595100171141,30.053712584752578,2751,-0.44748496983990915,-0.47433356731655874,-0.1554515456840616,-0.31013237995296217,0.243769790777427,-0.056412393193036925,-0.16922790722287673,-0.28335262941906925,19.217384547455445,-0.49796581556490105,30.053712584752578,0.19920292847012044,-0.49796581556490105,0.874109046304499,0.3047235314009628,0.0395727949445685,0,0.15,0.15,0.07702498363098886,-0.4534727395353849,0.05481620170324697,-0.04449307602951613
QQQ,0.4,0.6,0.15,MILD,0.12925116690757554,-0.47433356731655874,0.2724900277220238,28.22015501353912,2751,-0.44748496983990915,-0.47433356731655874,-0.1554515456840616,-0.31013237995296217,0.2487236202406775,-0.06083312430349164,-0.17087514243912705,-0.2868256891133255,17.98393498934901,-0.4404878629344884,28.22015501353912,0.19465046869888614,-0.4404878629344884,0.762843023401011,0.2857716545636646,0.11651600695168277,2,0.15,0.15,0.07702498363098886,-0.4534727395353849,0.05222618327658668,-0.02086082778117382
QQQ,0.4,0.6,0.15,BAL,0.12467570408491713,-0.47433356731655874,0.26284394079517376,25.241192979280207,2751,-0.44748496983990915,-0.47433356731655874,-0.1554515456840616,-0.31013237995296217,0.2633905969720822,-0.0738724574635693,-0.11216894487124685,-0.2403809386229553,15.979962241255386,-0.432018463320502,25.241192979280207,0.1866250415828905,-0.432018463320502,0.7363248097224998,0.2540201393726231,0.1328172681287144,4,0.15,0.15,0.07702498363098886,-0.4534727395353849,0.047650720453928264,-0.02086082778117382
QQQ,0.4,0.6,0.2,NONE,0.1469133506283462,-0.5107315943997485,0.2876527558492053,43.22751856599683,2737,-0.45820383164551415,-0.48795400886006435,-0.17012968398975492,-0.3405407965806555,0.2902306886608259,-0.044479902839257957,-0.19463734942819266,-0.3137856752605329,26.02783291305119,-0.5107315943997485,43.22751856599683,0.22042441406818036,-0.5107315943997485,0.9059922598070388,0.35691328738669803,0.02860625704060714,0,0.19999999999999998,0.2,0.07702498363098886,-0.4534727395353849,0.06988836699735734,-0.05725885486436355
QQQ,0.4,0.6,0.2,MILD,0.1418416262577209,-0.48795400886006435,0.29068646569598794,38.271289030291825,2737,-0.45820383164551415,-0.48795400886006435,-0.17012968398975492,-0.3405407965806555,0.29769098482925394,-0.0511435873642877,-0.19663812137948422,-0.31782848219057735,22.92897023914477,-0.4657599282544882,38.271289030291825,0.2114776595035397,-0.4657599282544882,0.8175569657170536,0.3372364650536806,0.09970104145470332,2,0.19999999999999998,0.2,0.07702498363098886,-0.4534727395353849,0.06481664262673204,-0.03448126932467943
QQQ,0.4,0.6,0.2,BAL,0.14099059872895858,-0.48795400886006435,0.28894239245689224,37.495201046554605,2737,-0.45820383164551415,-0.48795400886006435,-0.11395761474290356,-0.28597372660898235,0.29635314584381045,-0.049950009020940045,-0.1439216474379963,-0.2626615161640399,21.00282498078286,-0.35283557680373845,37.495201046554605,0.20535048533941946,-0.35283557680373845,0.8006542644353953,0.29328044524604885,0.10035439955571573,6,0.19999999999999998,0.2,0.07702498363098886,-0.4534727395353849,0.06396561509796972,-0.03448126932467943
