strategy,exit_ma,exit_slope,exit_dd,resume_ma,level_mult,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
V10_X110S20D15_R100L0p98,110,20,-0.15,100,0.98,0.20312196259193116,-0.7753784064476927,0.2619649462802442,153.9465235816983,2576,-0.22223753493752263,-0.3825580141011322,-0.4863451824975171,-0.742871106184353,0.0271324319175279,-0.6992207245312605,-0.21690790879755972,-0.49117155705750537,96.93323485379133,-0.6992207245312605,0.32455567510824146,-0.6992207245312605,41,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.298355888858256,0.32200078533425236,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S20D15_R100L1p00,110,20,-0.15,100,1.0,0.20312196259193116,-0.7753784064476927,0.2619649462802442,153.9465235816983,2576,-0.22223753493752263,-0.3825580141011322,-0.4863451824975171,-0.742871106184353,0.0271324319175279,-0.6992207245312605,-0.21690790879755972,-0.49117155705750537,96.93323485379133,-0.6992207245312605,0.32455567510824146,-0.6992207245312605,41,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.298355888858256,0.32200078533425236,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S20D15_R100L1p02,110,20,-0.15,100,1.02,0.20312196259193116,-0.7753784064476927,0.2619649462802442,153.9465235816983,2576,-0.22223753493752263,-0.3825580141011322,-0.4863451824975171,-0.742871106184353,0.0271324319175279,-0.6992207245312605,-0.21690790879755972,-0.49117155705750537,96.93323485379133,-0.6992207245312605,0.32455567510824146,-0.6992207245312605,41,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.298355888858256,0.32200078533425236,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S20D18_R60L0p98,110,20,-0.18,60,0.98,0.2576791788837547,-0.7126457496284335,0.36158102257412755,515.1747874043688,1037,-0.22223753493752263,-0.3825580141011322,-0.3819867379818903,-0.6906306316783491,-0.19055709483358818,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,140.86215906770164,-0.7126457496284335,0.35499515130699466,-0.7126457496284335,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S20D18_R60L1p00,110,20,-0.18,60,1.0,0.2576791788837547,-0.7126457496284335,0.36158102257412755,515.1747874043688,1037,-0.22223753493752263,-0.3825580141011322,-0.3819867379818903,-0.6906306316783491,-0.19055709483358818,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,140.86215906770164,-0.7126457496284335,0.35499515130699466,-0.7126457496284335,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S20D18_R60L1p02,110,20,-0.18,60,1.02,0.2576791788837547,-0.7126457496284335,0.36158102257412755,515.1747874043688,1037,-0.22223753493752263,-0.3825580141011322,-0.3819867379818903,-0.6906306316783491,-0.19055709483358818,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,140.86215906770164,-0.7126457496284335,0.35499515130699466,-0.7126457496284335,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S20D18_R80L0p98,110,20,-0.18,80,0.98,0.25985642101384987,-0.7179610774225001,0.3619366413939061,540.0255837742478,959,-0.22223753493752263,-0.3825580141011322,-0.40296302263596884,-0.7011310858465596,-0.06699853983383275,-0.6992207245312605,-0.2060349576096755,-0.49034666595960474,152.92985655796335,-0.7179610774225001,0.3617948233166013,-0.7179610774225001,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759412,0.3096595164955048,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S20D18_R80L1p00,110,20,-0.18,80,1.0,0.25985642101384987,-0.7179610774225001,0.3619366413939061,540.0255837742478,959,-0.22223753493752263,-0.3825580141011322,-0.40296302263596884,-0.7011310858465596,-0.06699853983383275,-0.6992207245312605,-0.2060349576096755,-0.49034666595960474,152.92985655796335,-0.7179610774225001,0.3617948233166013,-0.7179610774225001,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759412,0.3096595164955048,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S20D18_R80L1p02,110,20,-0.18,80,1.02,0.25985642101384987,-0.7179610774225001,0.3619366413939061,540.0255837742478,959,-0.22223753493752263,-0.3825580141011322,-0.40296302263596884,-0.7011310858465596,-0.06699853983383275,-0.6992207245312605,-0.2060349576096755,-0.49034666595960474,152.92985655796335,-0.7179610774225001,0.3617948233166013,-0.7179610774225001,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759412,0.3096595164955048,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S20D18_R100L0p98,110,20,-0.18,100,0.98,0.2655619968952032,-0.7254892331683097,0.3660454004747362,610.7491227525678,889,-0.22223753493752263,-0.3825580141011322,-0.3906388030475846,-0.6949617424627856,0.02713243191752812,-0.6992207245312605,-0.20603495760967472,-0.49034666595960474,169.56810154378653,-0.7254892331683097,0.3703916699932166,-0.7254892331683097,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937652,0.32356532172366875,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S20D18_R100L1p00,110,20,-0.18,100,1.0,0.2655619968952032,-0.7254892331683097,0.3660454004747362,610.7491227525678,889,-0.22223753493752263,-0.3825580141011322,-0.3906388030475846,-0.6949617424627856,0.02713243191752812,-0.6992207245312605,-0.20603495760967472,-0.49034666595960474,169.56810154378653,-0.7254892331683097,0.3703916699932166,-0.7254892331683097,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937652,0.32356532172366875,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S20D18_R100L1p02,110,20,-0.18,100,1.02,0.2655619968952032,-0.7254892331683097,0.3660454004747362,610.7491227525678,889,-0.22223753493752263,-0.3825580141011322,-0.3906388030475846,-0.6949617424627856,0.02713243191752812,-0.6992207245312605,-0.20603495760967472,-0.49034666595960474,169.56810154378653,-0.7254892331683097,0.3703916699932166,-0.7254892331683097,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937652,0.32356532172366875,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D10_R60L0p98,110,30,-0.1,60,0.98,0.2168004546471003,-0.6992207245312605,0.310060109835042,209.4566433884276,1357,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.5308353567825546,0.21243720635417085,-0.6992207245312605,-0.14395262729681424,-0.44376752538933306,68.96338995626645,-0.6992207245312605,0.29752239693865357,-0.6992207245312605,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D10_R60L1p00,110,30,-0.1,60,1.0,0.2168004546471003,-0.6992207245312605,0.310060109835042,209.4566433884276,1357,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.5308353567825546,0.21243720635417085,-0.6992207245312605,-0.14395262729681424,-0.44376752538933306,68.96338995626645,-0.6992207245312605,0.29752239693865357,-0.6992207245312605,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D10_R60L1p02,110,30,-0.1,60,1.02,0.2168004546471003,-0.6992207245312605,0.310060109835042,209.4566433884276,1357,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.5308353567825546,0.21243720635417085,-0.6992207245312605,-0.14395262729681424,-0.44376752538933306,68.96338995626645,-0.6992207245312605,0.29752239693865357,-0.6992207245312605,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D10_R80L0p98,110,30,-0.1,80,0.98,0.1798647008033727,-0.8053118584147063,0.22334788557248453,90.46325781047176,3521,-0.22223753493752263,-0.3825580141011322,-0.6586654689160792,-0.7934444954296003,0.3975113953907188,-0.6992207245312605,-0.14395262729681357,-0.4437675253893326,79.26412461837592,-0.6992207245312605,0.30849549487131656,-0.6992207245312605,50,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759409,0.30965951649550455,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D10_R80L1p00,110,30,-0.1,80,1.0,0.1798647008033727,-0.8053118584147063,0.22334788557248453,90.46325781047176,3521,-0.22223753493752263,-0.3825580141011322,-0.6586654689160792,-0.7934444954296003,0.3975113953907188,-0.6992207245312605,-0.14395262729681357,-0.4437675253893326,79.26412461837592,-0.6992207245312605,0.30849549487131656,-0.6992207245312605,50,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759409,0.30965951649550455,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D10_R80L1p02,110,30,-0.1,80,1.02,0.1798647008033727,-0.8053118584147063,0.22334788557248453,90.46325781047176,3521,-0.22223753493752263,-0.3825580141011322,-0.6586654689160792,-0.7934444954296003,0.3975113953907188,-0.6992207245312605,-0.14395262729681357,-0.4437675253893326,79.26412461837592,-0.6992207245312605,0.30849549487131656,-0.6992207245312605,50,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759409,0.30965951649550455,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D10_R100L0p98,110,30,-0.1,100,0.98,0.18571331636418908,-0.7889706358291367,0.23538685463118814,103.5053363319926,2178,-0.22223753493752263,-0.3825580141011322,-0.6512723821424514,-0.7889706358291367,0.5385070007548314,-0.6992207245312605,-0.14395262729681357,-0.44376752538933273,76.29646077200199,-0.6992207245312605,0.30547642672069,-0.6992207245312605,53,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D10_R100L1p00,110,30,-0.1,100,1.0,0.18571331636418908,-0.7889706358291367,0.23538685463118814,103.5053363319926,2178,-0.22223753493752263,-0.3825580141011322,-0.6512723821424514,-0.7889706358291367,0.5385070007548314,-0.6992207245312605,-0.14395262729681357,-0.44376752538933273,76.29646077200199,-0.6992207245312605,0.30547642672069,-0.6992207245312605,53,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D10_R100L1p02,110,30,-0.1,100,1.02,0.18571331636418908,-0.7889706358291367,0.23538685463118814,103.5053363319926,2178,-0.22223753493752263,-0.3825580141011322,-0.6512723821424514,-0.7889706358291367,0.5385070007548314,-0.6992207245312605,-0.14395262729681357,-0.44376752538933273,76.29646077200199,-0.6992207245312605,0.30547642672069,-0.6992207245312605,53,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D12_R60L0p98,110,30,-0.12,60,0.98,0.21407704598016553,-0.6992207245312605,0.30616519000302406,197.05601477337453,2164,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.530835356782555,0.21243720635417085,-0.6992207245312605,-0.14395262729681424,-0.44376752538933306,89.3791226398779,-0.6992207245312605,0.31805253159030267,-0.6992207245312605,44,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D12_R60L1p00,110,30,-0.12,60,1.0,0.21407704598016553,-0.6992207245312605,0.30616519000302406,197.05601477337453,2164,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.530835356782555,0.21243720635417085,-0.6992207245312605,-0.14395262729681424,-0.44376752538933306,89.3791226398779,-0.6992207245312605,0.31805253159030267,-0.6992207245312605,44,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D12_R60L1p02,110,30,-0.12,60,1.02,0.21407704598016553,-0.6992207245312605,0.30616519000302406,197.05601477337453,2164,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.530835356782555,0.21243720635417085,-0.6992207245312605,-0.14395262729681424,-0.44376752538933306,89.3791226398779,-0.6992207245312605,0.31805253159030267,-0.6992207245312605,44,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D12_R80L0p98,110,30,-0.12,80,0.98,0.17444204543307618,-0.8582125543306915,0.20326205268474684,79.79616343768078,3622,-0.22223753493752263,-0.3825580141011322,-0.6586654689160796,-0.7934444954296004,0.3975113953907192,-0.6992207245312605,-0.14395262729681413,-0.44376752538933295,96.2149331424544,-0.6992207245312605,0.3239579516576576,-0.6992207245312605,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759414,0.30965951649550505,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D12_R80L1p00,110,30,-0.12,80,1.0,0.17444204543307618,-0.8582125543306915,0.20326205268474684,79.79616343768078,3622,-0.22223753493752263,-0.3825580141011322,-0.6586654689160796,-0.7934444954296004,0.3975113953907192,-0.6992207245312605,-0.14395262729681413,-0.44376752538933295,96.2149331424544,-0.6992207245312605,0.3239579516576576,-0.6992207245312605,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759414,0.30965951649550505,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D12_R80L1p02,110,30,-0.12,80,1.02,0.17444204543307618,-0.8582125543306915,0.20326205268474684,79.79616343768078,3622,-0.22223753493752263,-0.3825580141011322,-0.6586654689160796,-0.7934444954296004,0.3975113953907192,-0.6992207245312605,-0.14395262729681413,-0.44376752538933295,96.2149331424544,-0.6992207245312605,0.3239579516576576,-0.6992207245312605,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759414,0.30965951649550505,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D12_R100L0p98,110,30,-0.12,100,0.98,0.17637737512134222,-0.83154257404471,0.2121086527938362,83.45612701418706,3633,-0.22223753493752263,-0.3825580141011322,-0.6512723821424514,-0.7889706358291367,0.5385070007548314,-0.6992207245312605,-0.14395262729681324,-0.4437675253893325,84.57695223663454,-0.6992207245312605,0.3136476840544393,-0.6992207245312605,50,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D12_R100L1p00,110,30,-0.12,100,1.0,0.17637737512134222,-0.83154257404471,0.2121086527938362,83.45612701418706,3633,-0.22223753493752263,-0.3825580141011322,-0.6512723821424514,-0.7889706358291367,0.5385070007548314,-0.6992207245312605,-0.14395262729681324,-0.4437675253893325,84.57695223663454,-0.6992207245312605,0.3136476840544393,-0.6992207245312605,50,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D12_R100L1p02,110,30,-0.12,100,1.02,0.17637737512134222,-0.83154257404471,0.2121086527938362,83.45612701418706,3633,-0.22223753493752263,-0.3825580141011322,-0.6512723821424514,-0.7889706358291367,0.5385070007548314,-0.6992207245312605,-0.14395262729681324,-0.4437675253893325,84.57695223663454,-0.6992207245312605,0.3136476840544393,-0.6992207245312605,50,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D15_R60L0p98,110,30,-0.15,60,0.98,0.2283729953052438,-0.6992207245312605,0.32661073577065264,271.0574840032772,2122,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.5308353567825551,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,109.14037170277359,-0.6992207245312605,0.33413014355364656,-0.6992207245312605,35,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D15_R60L1p00,110,30,-0.15,60,1.0,0.2283729953052438,-0.6992207245312605,0.32661073577065264,271.0574840032772,2122,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.5308353567825551,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,109.14037170277359,-0.6992207245312605,0.33413014355364656,-0.6992207245312605,35,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D15_R60L1p02,110,30,-0.15,60,1.02,0.2283729953052438,-0.6992207245312605,0.32661073577065264,271.0574840032772,2122,-0.22223753493752263,-0.3825580141011322,-0.22176151242559128,-0.5308353567825551,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,109.14037170277359,-0.6992207245312605,0.33413014355364656,-0.6992207245312605,35,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3498002823529465,0.3270230254030973,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D15_R80L0p98,110,30,-0.15,80,0.98,0.18402349920053118,-0.8399590689251432,0.21908626980600085,99.56185932054206,3648,-0.22223753493752263,-0.3825580141011322,-0.6586654689160792,-0.7934444954296002,0.6475388370201061,-0.6992207245312605,-0.21690790879756006,-0.4911715570575055,106.46095071442322,-0.6992207245312605,0.3321170895890364,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759415,0.30965951649550516,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D15_R80L1p00,110,30,-0.15,80,1.0,0.18402349920053118,-0.8399590689251432,0.21908626980600085,99.56185932054206,3648,-0.22223753493752263,-0.3825580141011322,-0.6586654689160792,-0.7934444954296002,0.6475388370201061,-0.6992207245312605,-0.21690790879756006,-0.4911715570575055,106.46095071442322,-0.6992207245312605,0.3321170895890364,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759415,0.30965951649550516,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D15_R80L1p02,110,30,-0.15,80,1.02,0.18402349920053118,-0.8399590689251432,0.21908626980600085,99.56185932054206,3648,-0.22223753493752263,-0.3825580141011322,-0.6586654689160792,-0.7934444954296002,0.6475388370201061,-0.6992207245312605,-0.21690790879756006,-0.4911715570575055,106.46095071442322,-0.6992207245312605,0.3321170895890364,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759415,0.30965951649550516,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D15_R100L0p98,110,30,-0.15,100,0.98,0.19887913452966033,-0.8156498425246015,0.2438290601688699,139.8240567521608,3529,-0.22223753493752263,-0.3825580141011322,-0.6512723821424509,-0.7889706358291365,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,130.01684429117168,-0.6992207245312605,0.3484039605647009,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.31438192993766,0.32356532172366953,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D15_R100L1p00,110,30,-0.15,100,1.0,0.19887913452966033,-0.8156498425246015,0.2438290601688699,139.8240567521608,3529,-0.22223753493752263,-0.3825580141011322,-0.6512723821424509,-0.7889706358291365,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,130.01684429117168,-0.6992207245312605,0.3484039605647009,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.31438192993766,0.32356532172366953,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D15_R100L1p02,110,30,-0.15,100,1.02,0.19887913452966033,-0.8156498425246015,0.2438290601688699,139.8240567521608,3529,-0.22223753493752263,-0.3825580141011322,-0.6512723821424509,-0.7889706358291365,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,130.01684429117168,-0.6992207245312605,0.3484039605647009,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.31438192993766,0.32356532172366953,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D18_R60L0p98,110,30,-0.18,60,0.98,0.30083277584572454,-0.7126457496284333,0.42213508745765466,1291.266283564153,704,-0.22223753493752263,-0.3825580141011322,-0.23895635225287892,-0.5410747980360706,0.6475388370201063,-0.6992207245312605,-0.20603495760967594,-0.49034666595960485,287.74601911485234,-0.7126457496284333,0.41534401887049,-0.7126457496284333,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352945,0.32702302540309713,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D18_R60L1p00,110,30,-0.18,60,1.0,0.30083277584572454,-0.7126457496284333,0.42213508745765466,1291.266283564153,704,-0.22223753493752263,-0.3825580141011322,-0.23895635225287892,-0.5410747980360706,0.6475388370201063,-0.6992207245312605,-0.20603495760967594,-0.49034666595960485,287.74601911485234,-0.7126457496284333,0.41534401887049,-0.7126457496284333,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352945,0.32702302540309713,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D18_R60L1p02,110,30,-0.18,60,1.02,0.30083277584572454,-0.7126457496284333,0.42213508745765466,1291.266283564153,704,-0.22223753493752263,-0.3825580141011322,-0.23895635225287892,-0.5410747980360706,0.6475388370201063,-0.6992207245312605,-0.20603495760967594,-0.49034666595960485,287.74601911485234,-0.7126457496284333,0.41534401887049,-0.7126457496284333,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352945,0.32702302540309713,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D18_R80L0p98,110,30,-0.18,80,0.98,0.25934524591477937,-0.7976496031002274,0.3251368080756028,534.0893966495557,1198,-0.22223753493752263,-0.3825580141011322,-0.665614441096202,-0.7976496031002274,0.6475388370201058,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,270.8167416490557,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759416,0.30965951649550527,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D18_R80L1p00,110,30,-0.18,80,1.0,0.25934524591477937,-0.7976496031002274,0.3251368080756028,534.0893966495557,1198,-0.22223753493752263,-0.3825580141011322,-0.665614441096202,-0.7976496031002274,0.6475388370201058,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,270.8167416490557,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759416,0.30965951649550527,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D18_R80L1p02,110,30,-0.18,80,1.02,0.25934524591477937,-0.7976496031002274,0.3251368080756028,534.0893966495557,1198,-0.22223753493752263,-0.3825580141011322,-0.665614441096202,-0.7976496031002274,0.6475388370201058,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,270.8167416490557,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759416,0.30965951649550527,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X110S30D18_R100L0p98,110,30,-0.18,100,0.98,0.26058912664977796,-0.7934853072013697,0.3284107774709507,548.645325187377,1195,-0.22223753493752263,-0.3825580141011322,-0.6587329106771141,-0.7934853072013697,0.6475388370201063,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,272.5942931190992,-0.7254892331683096,0.41067424022472476,-0.7254892331683096,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937652,0.32356532172366875,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D18_R100L1p00,110,30,-0.18,100,1.0,0.26058912664977796,-0.7934853072013697,0.3284107774709507,548.645325187377,1195,-0.22223753493752263,-0.3825580141011322,-0.6587329106771141,-0.7934853072013697,0.6475388370201063,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,272.5942931190992,-0.7254892331683096,0.41067424022472476,-0.7254892331683096,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937652,0.32356532172366875,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S30D18_R100L1p02,110,30,-0.18,100,1.02,0.26058912664977796,-0.7934853072013697,0.3284107774709507,548.645325187377,1195,-0.22223753493752263,-0.3825580141011322,-0.6587329106771141,-0.7934853072013697,0.6475388370201063,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,272.5942931190992,-0.7254892331683096,0.41067424022472476,-0.7254892331683096,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937652,0.32356532172366875,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S40D10_R60L0p98,110,40,-0.1,60,0.98,0.23634224751546307,-0.6992207245312606,0.33800806987507526,323.2617354347891,1372,-0.22223753493752263,-0.3825580141011322,-0.29165702953367567,-0.5729721899899686,0.6475388370201065,-0.6992207245312606,-0.2169079087975604,-0.4911715570575058,121.97595170906298,-0.6992207245312606,0.34317772792927737,-0.6992207245312606,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393803,0.4144264741448349,2023-02-03,2023-02-28,1.0,1.0,0
V10_X110S40D10_R60L1p00,110,40,-0.1,60,1.0,0.23634224751546307,-0.6992207245312606,0.33800806987507526,323.2617354347891,1372,-0.22223753493752263,-0.3825580141011322,-0.29165702953367567,-0.5729721899899686,0.6475388370201065,-0.6992207245312606,-0.2169079087975604,-0.4911715570575058,121.97595170906298,-0.6992207245312606,0.34317772792927737,-0.6992207245312606,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393803,0.4144264741448349,2023-02-03,2023-02-28,1.0,1.0,0
