strategy,long_ma,slope_lb,guard_dd,rec1_ma,rec1_days,rec2_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,InvestedDayPct,AvgWeight,TradeCount,ActualEra_CAGR,ActualEra_MDD
C_L200_S40_DD25_R40x10_120,200,40,-0.25,40,10,120,0.16227474971982625,-0.689208727606458,0.23545080498818935,60.08916938049066,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.23153637353000744,-0.3927695607068029,42.974050676165675,-0.4922390437217594,0.5833333333333334,0.2440900118801803,107,0.261100128248116,-0.4922390437217594
C_L200_S40_DD25_R60x5_120,200,40,-0.25,60,5,120,0.16227139472571794,-0.689208727606458,0.23544593709552647,60.08444530113725,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.23159678846316534,-0.40479038674648016,42.97059353227391,-0.4922390437217594,0.5833333333333334,0.2440878693435738,109,0.26109404913414846,-0.4922390437217594
C_L200_S40_DD25_R80x5_120,200,40,-0.25,80,5,120,0.16227139472571794,-0.689208727606458,0.23544593709552647,60.08444530113725,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.23159678846316534,-0.40479038674648016,42.97059353227391,-0.4922390437217594,0.5833333333333334,0.2440878693435738,109,0.26109404913414846,-0.4922390437217594
C_L200_S40_DD25_R60x3_120,200,40,-0.25,60,3,120,0.16219422715678333,-0.689208727606458,0.23533397164029696,59.97588636429201,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.23298511842601577,-0.4058657952401584,42.891148663266726,-0.4922390437217594,0.583917104495038,0.2442331564967562,112,0.2609542278575956,-0.4922390437217594
C_L200_S40_DD25_R80x10_150,200,40,-0.25,80,10,150,0.16132500922984172,-0.689208727606458,0.23407278922613875,58.76605177485024,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.24845735552991732,-0.4061403110964814,42.005775673518535,-0.4922390437217594,0.5824576765907764,0.24367516043960363,102,0.25937970623353124,-0.4922390437217594
C_L200_S40_DD25_R60x10_150,200,40,-0.25,60,10,150,0.16132500922984172,-0.689208727606458,0.23407278922613875,58.76605177485024,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.24845735552991732,-0.4061403110964814,42.005775673518535,-0.4922390437217594,0.5824576765907764,0.24367516043960363,102,0.25937970623353124,-0.4922390437217594
C_L200_S40_DD25_R60x10_120,200,40,-0.25,60,10,120,0.16127042946939385,-0.689208727606458,0.23399359730900007,58.690873718075345,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.24941878672851203,-0.40690002212113285,41.950759375033506,-0.4922390437217594,0.583041447752481,0.24401490726567934,106,0.25928086551899177,-0.4922390437217594
C_L200_S40_DD25_R80x10_120,200,40,-0.25,80,10,120,0.16127042946939385,-0.689208727606458,0.23399359730900007,58.690873718075345,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.24941878672851203,-0.40690002212113285,41.950759375033506,-0.4922390437217594,0.583041447752481,0.24401490726567934,106,0.25928086551899177,-0.4922390437217594
C_L200_S40_DD25_R60x5_100,200,40,-0.25,60,5,100,0.16075294474882607,-0.689208727606458,0.2332427584123933,57.982679281453215,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.26053881433573367,-0.43235039969309397,41.43249329870609,-0.4922390437217594,0.5840630472854641,0.2446529950492455,112,0.2583438859799083,-0.4922390437217594
C_L200_S40_DD25_R80x3_100,200,40,-0.25,80,3,100,0.16075294474882607,-0.689208727606458,0.2332427584123933,57.982679281453215,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.26053881433573367,-0.43235039969309397,41.43249329870609,-0.4922390437217594,0.5840630472854641,0.2446529950492455,112,0.2583438859799083,-0.4922390437217594
C_L200_S40_DD25_R80x5_100,200,40,-0.25,80,5,100,0.16075294474882607,-0.689208727606458,0.2332427584123933,57.982679281453215,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.26053881433573367,-0.43235039969309397,41.43249329870609,-0.4922390437217594,0.5840630472854641,0.2446529950492455,112,0.2583438859799083,-0.4922390437217594
C_L200_S40_DD25_R40x3_100,200,40,-0.25,40,3,100,0.1605031332361182,-0.689208727606458,0.23288029708144725,57.64375727833596,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.26486113385215826,-0.4356684412528995,41.184465684179195,-0.4922390437217594,0.5846468184471687,0.2448000082010971,115,0.2578916669196294,-0.4922390437217594
C_L200_S40_DD25_R40x5_100,200,40,-0.25,40,5,100,0.16046795451043927,-0.689208727606458,0.23282925488730513,57.59618347811577,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.2654678491532315,-0.4247916051941464,41.14965054655441,-0.4922390437217594,0.5842089900758902,0.2446909492525365,111,0.25782799018380986,-0.4922390437217594
C_L200_S40_DD25_R60x3_100,200,40,-0.25,60,3,100,0.15993964742393496,-0.689208727606458,0.23206271339509413,56.886262569724835,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.27452156938748495,-0.4430843036088027,40.630121015301015,-0.4922390437217594,0.5843549328663165,0.24472556373891718,114,0.25687186121690897,-0.4922390437217594
C_L200_S40_DD25_R60x10_100,200,40,-0.25,60,10,100,0.15990448577939276,-0.689208727606458,0.23201169598464386,56.83931393524037,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.2751203118628466,-0.43235039969309397,40.59576338224864,-0.4922390437217594,0.583917104495038,0.24461650479035663,110,0.256808236105486,-0.4922390437217594
