strategy,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
BH_A25_F70_M120_W50_X120S30D22,70,120,0.5,120,30,-0.22,0.2946039573284589,-0.6030385360322974,0.48853255592388967,1133.0258146319718,851,-0.19151417891950318,-0.40808511070072695,-0.2693190207512509,-0.5672064523703493,0.7774460477495024,-0.14723087963306447,-0.4403156764335078,-0.6030385360322974,252.8612034975283,-0.6030385360322974,0.40421433478095414,-0.6030385360322974,0.7483946293053123,0.7390178582906851,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.599580694207644,0.6442816475899562,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W50_X120S40D18,70,120,0.5,120,40,-0.18,0.24001344606892028,-0.5804007047324976,0.4135305903522993,350.45041255237413,874,-0.152979541604631,-0.4080851107007277,-0.2841402078288805,-0.5759852687314995,0.7774460477495029,-0.14723087963306436,-0.33198694903344383,-0.526205349166418,75.50000176058728,-0.5804007047324976,0.3046476533051785,-0.5804007047324976,0.7014010507880911,0.6919611492768125,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.033097804554836,0.10085579470591956,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W50_X120S40D20,70,120,0.5,120,40,-0.2,0.2979027832961436,-0.6083720040111693,0.48967207782735894,1214.3467580658862,893,-0.152979541604631,-0.4080851107007277,-0.2841402078288805,-0.5759852687314995,0.777446047749502,-0.14723087963306447,-0.30952175776690827,-0.5499605073457781,264.080381710552,-0.6083720040111693,0.4079425695259955,-0.6083720040111693,0.7434325744308231,0.7339926729195445,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.5995806942076465,0.6442816475899564,2023-01-27,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F70_M120_W50_X120S40D22,70,120,0.5,120,40,-0.22,0.295565093063781,-0.6030385360322985,0.4901263773430735,1156.161245941838,997,-0.17500558049477533,-0.43965320075521275,-0.2693190207512498,-0.5672064523703487,0.7774460477495011,-0.14723087963306436,-0.44031567643350933,-0.6030385360322985,252.86120349752764,-0.6030385360322985,0.4042143347809539,-0.6030385360322985,0.7516053706946877,0.7407781154476358,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.599580694207643,0.6442816475899561,2023-01-27,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F70_M120_W50_X120S50D18,70,120,0.5,120,50,-0.18,0.30476276104688194,-0.5804007047324976,0.5250902670549734,1401.8389607063375,874,-0.1317674881738623,-0.4080851107007267,-0.2284603236469902,-0.5643134086518344,0.7774460477495015,-0.14723087963306447,-0.3319869490334446,-0.5262053491664185,275.98774635825447,-0.5804007047324976,0.4117408360943593,-0.5804007047324976,0.7438704028021016,0.7342292180167168,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.59958069420764,0.6442816475899559,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W50_X120S50D20,70,120,0.5,120,50,-0.2,0.2980848459887002,-0.6083720040111701,0.4899713399422423,1218.9948570554948,1001,-0.2026794104224119,-0.4584496212596032,-0.2366072228988929,-0.5643134086518344,0.7774460477495024,-0.14723087963306436,-0.3095217577669076,-0.5499605073457781,264.08038171055165,-0.6083720040111701,0.4079425695259953,-0.6083720040111701,0.747081144191477,0.736473291268685,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.599580694207646,0.6442816475899564,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W50_X120S50D22,70,120,0.5,120,50,-0.22,0.29434518476088933,-0.6030385360322982,0.48810344144428686,1126.8735188283563,997,-0.17500558049477533,-0.43965320075521275,-0.28782853679182285,-0.5781699225298481,0.7774460477495013,-0.14723087963306436,-0.440315676433509,-0.6030385360322982,252.8612034975278,-0.6030385360322982,0.4042143347809539,-0.6030385360322982,0.7540863981319322,0.7432591428848804,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.599580694207647,0.6442816475899565,2023-01-27,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F70_M120_W65_X100S30D18,70,120,0.65,100,30,-0.18,0.22950181130962788,-0.5756216758488548,0.39870251753669167,277.9242643542278,874,-0.38547366863392607,-0.5603757306288182,-0.2106447151789842,-0.5544493799361242,0.7833142099521315,-0.14723087963306436,-0.28020970509249044,-0.502590089183331,74.83508662059755,-0.5756216758488548,0.3039495338373348,-0.5756216758488548,0.7065090484530064,0.6980289909842168,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8799194441017733,0.08590181338185662,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X100S30D20,70,120,0.65,100,30,-0.2,0.21747718499155444,-0.607079060910892,0.35823535844777893,212.65271649326746,893,-0.38547366863392607,-0.5603757306288182,-0.2575247042192632,-0.5809107321144658,0.7833142099521324,-0.14723087963306436,-0.3676041812572832,-0.5629838995786003,60.688636362138276,-0.607079060910892,0.2875471379156114,-0.607079060910892,0.7086981903093987,0.7002181328406091,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8799194441017717,0.08590181338185647,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X100S30D22,70,120,0.65,100,30,-0.22,0.23094290588262534,-0.6164844552347772,0.37461269934969377,286.93450578501756,851,-0.38547366863392607,-0.5603757306288182,-0.24215246879043695,-0.5722338927256798,0.7833142099521333,-0.14723087963306436,-0.4450235890657227,-0.6164844552347772,80.54872613422272,-0.6164844552347772,0.30976997155633934,-0.6164844552347772,0.7140980735551664,0.7056180160863768,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.3968459072630637,0.1363665699777893,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X100S40D18,70,120,0.65,100,40,-0.18,0.2426038876870069,-0.5804007047324975,0.41799378551551086,370.9467460692058,874,-0.21661989501192536,-0.43957990289899107,-0.24215246879043628,-0.5722338927256794,0.7833142099521335,-0.14723087963306447,-0.28020970509249055,-0.502590089183331,81.70160299374741,-0.5804007047324975,0.3108978166545431,-0.5804007047324975,0.7011091652072388,0.6942286468189807,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0501374555574516,0.10251928439276567,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X100S40D20,70,120,0.65,100,40,-0.2,0.29287651187457997,-0.6070790609108925,0.4824355355546822,1092.5609158908194,893,-0.21661989501192536,-0.43957990289899107,-0.24215246879043628,-0.5722338927256794,0.7833142099521331,-0.14723087963306447,-0.3676041812572842,-0.562983899578601,242.5835873207261,-0.6070790609108925,0.40066067128405924,-0.6070790609108925,0.7443082311733801,0.737427712785122,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523425,0.6504996583914273,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X100S40D22,70,120,0.65,100,40,-0.22,0.29459487254431327,-0.6164844552347769,0.4778626128247178,1132.8092777005352,851,-0.21661989501192536,-0.43957990289899107,-0.24215246879043628,-0.5722338927256794,0.7833142099521335,-0.14723087963306436,-0.44502358906572226,-0.6164844552347769,251.55685390092364,-0.6164844552347769,0.40377089535053035,-0.6164844552347769,0.7492702860478693,0.7423897676596112,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523428,0.6504996583914275,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X100S50D18,70,120,0.65,100,50,-0.18,0.23735448967093276,-0.5804007047324976,0.4089493478136414,330.54835498434295,874,-0.21661989501192536,-0.43957990289899107,-0.2055120364852605,-0.5643134086518344,0.7833142099521333,-0.14723087963306436,-0.3881796203591241,-0.5772025232542302,69.29620501766442,-0.5804007047324976,0.2978999977838688,-0.5804007047324976,0.7027145359019265,0.6958340175136684,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0501374555574485,0.10251928439276536,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X100S50D20,70,120,0.65,100,50,-0.2,0.2981348048564796,-0.6070790609108923,0.49109716353771615,1220.2733111343744,893,-0.21661989501192536,-0.43957990289899107,-0.15356562476877134,-0.5643134086518344,0.7833142099521322,-0.14723087963306447,-0.3676041812572839,-0.5629838995786007,242.58358732072628,-0.6070790609108923,0.40066067128405947,-0.6070790609108923,0.7448920023350847,0.7380114839468266,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523431,0.6504996583914279,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X100S50D22,70,120,0.65,100,50,-0.22,0.2933758778042166,-0.6164844552347772,0.47588528033929023,1104.1130996255733,851,-0.21661989501192536,-0.43957990289899107,-0.2613501644108345,-0.5830700084164806,0.7833142099521331,-0.14723087963306436,-0.4450235890657229,-0.6164844552347772,251.55685390092307,-0.6164844552347772,0.4037708953505301,-0.6164844552347772,0.7517513134851138,0.7448707950968557,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523437,0.6504996583914284,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X110S30D18,70,120,0.65,110,30,-0.18,0.24349298916541473,-0.5756216758488539,0.42300872149462077,378.24411848679404,874,-0.20711942242155112,-0.43278338644714154,-0.16737210491091037,-0.5300242082707511,0.7833142099521324,-0.14723087963306447,-0.2802097050924911,-0.5025900891833315,74.83508662059761,-0.5756216758488539,0.3039495338373348,-0.5756216758488539,0.6986281377699942,0.6918099763817954,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8799194441017717,0.08590181338185647,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X110S30D20,70,120,0.65,110,30,-0.2,0.2289210958545731,-0.6070790609108925,0.3770861335772118,274.37100750751665,893,-0.20711942242155112,-0.43278338644714154,-0.2575247042192631,-0.5809107321144658,0.7833142099521337,-0.14723087963306436,-0.3676041812572841,-0.562983899578601,60.688636362138155,-0.6070790609108925,0.28754713791561115,-0.6070790609108925,0.7014010507880911,0.6945828893998923,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8799194441017728,0.08590181338185658,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X110S30D22,70,120,0.65,110,30,-0.22,0.2425133903779746,-0.6164844552347768,0.3933811928568707,370.211633028442,851,-0.20711942242155112,-0.43278338644714154,-0.24215246879043795,-0.5722338927256803,0.7833142099521324,-0.14723087963306447,-0.4450235890657219,-0.6164844552347768,80.54872613422292,-0.6164844552347768,0.30976997155633956,-0.6164844552347768,0.7068009340338587,0.69998277264566,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.3968459072630672,0.13636656997778962,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X110S40D18,70,120,0.65,110,40,-0.18,0.24315396884501062,-0.5804007047324976,0.418941546525307,375.4454171116274,874,-0.20711942242155112,-0.43278338644714154,-0.24215246879043795,-0.5722338927256803,0.783314209952134,-0.14723087963306436,-0.2802097050924893,-0.5025900891833301,81.70160299374761,-0.5804007047324976,0.3108978166545433,-0.5804007047324976,0.7009632224168126,0.6941450610286138,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.050137455557453,0.10251928439276581,2023-01-27,2023-03-20,0.0,1.0000000000000002,1
BH_A25_F70_M120_W65_X110S40D20,70,120,0.65,110,40,-0.2,0.29344884793102954,-0.6070790609108925,0.483378305769143,1105.8109907505727,893,-0.20711942242155112,-0.43278338644714154,-0.24215246879043795,-0.5722338927256803,0.7833142099521324,-0.14723087963306436,-0.36760418125728367,-0.5629838995786005,242.58358732072625,-0.6070790609108925,0.40066067128405947,-0.6070790609108925,0.7441622883829538,0.7373441269947552,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523431,0.6504996583914279,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X110S40D22,70,120,0.65,110,40,-0.22,0.29516796929195066,-0.6164844552347768,0.4787922335844484,1146.547466128334,851,-0.20711942242155112,-0.43278338644714154,-0.24215246879043795,-0.5722338927256803,0.7833142099521324,-0.14723087963306447,-0.4450235890657219,-0.6164844552347768,251.55685390092404,-0.6164844552347768,0.40377089535053035,-0.6164844552347768,0.749124343257443,0.7423061818692444,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523432,0.650499658391428,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X110S50D18,70,120,0.65,110,50,-0.18,0.30080632920985173,-0.5804007047324976,0.5182735423253684,1290.5514524911796,874,-0.20711942242155112,-0.43278338644714154,-0.1535656247687719,-0.5643134086518345,0.7833142099521315,-0.14723087963306436,-0.3881796203591241,-0.57720252325423,253.52531970283312,-0.5804007047324976,0.4044392931657401,-0.5804007047324976,0.7438704028021016,0.7370522414139029,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523426,0.6504996583914274,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X110S50D20,70,120,0.65,110,50,-0.2,0.29870946867636317,-0.6070790609108913,0.49204376811838113,1235.0722230181204,893,-0.20711942242155112,-0.43278338644714154,-0.1535656247687719,-0.5643134086518345,0.783314209952134,-0.14723087963306447,-0.36760418125728467,-0.5629838995786012,242.58358732072668,-0.6070790609108913,0.40066067128405947,-0.6070790609108913,0.7447460595446584,0.7379278981564598,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523428,0.6504996583914275,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X110S50D22,70,120,0.65,110,50,-0.22,0.2939484349220933,-0.6164844552347781,0.4768140257650906,1117.5032740413826,851,-0.20711942242155112,-0.43278338644714154,-0.2613501644108346,-0.5830700084164808,0.7833142099521324,-0.14723087963306436,-0.4450235890657239,-0.6164844552347781,251.55685390092293,-0.6164844552347781,0.4037708953505299,-0.6164844552347781,0.7516053706946877,0.744787209306489,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523426,0.6504996583914274,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X120S30D18,70,120,0.65,120,30,-0.18,0.25205284511547266,-0.5804007047324976,0.4342738440189213,455.9518490788748,874,-0.21231519322585723,-0.4365003743564888,-0.16484207720041943,-0.5285961372400445,0.7833142099521322,-0.14723087963306447,-0.20155187375742123,-0.49034666595960474,90.73913626620957,-0.5804007047324976,0.31926010387025827,-0.5804007047324976,0.6989200233508465,0.6924921881974324,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0501374555574516,0.10251928439276567,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X120S30D20,70,120,0.65,120,30,-0.2,0.29709368186405594,-0.6070790609108925,0.4893821925241193,1193.8959488609155,893,-0.21231519322585723,-0.4365003743564888,-0.25752470421926243,-0.5809107321144652,0.7833142099521313,-0.14723087963306436,-0.2984967148193546,-0.5499605073457781,269.2021133873036,-0.6070790609108925,0.4095955605456232,-0.6070790609108925,0.7429947460595446,0.7365669109061306,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523428,0.6504996583914275,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X120S30D22,70,120,0.65,120,30,-0.22,0.29485536978481575,-0.6164844552347772,0.47828516563734813,1139.0341053288344,851,-0.21231519322585723,-0.4365003743564888,-0.2421524687904375,-0.57223389272568,0.7833142099521329,-0.14723087963306447,-0.4450235890657228,-0.6164844552347772,251.55685390092333,-0.6164844552347772,0.4037708953505301,-0.6164844552347772,0.7483946293053123,0.7418637368501353,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523429,0.6504996583914276,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X120S40D18,70,120,0.65,120,40,-0.18,0.2419632095077635,-0.5809107321144649,0.41652391001116185,365.77260081312807,874,-0.163793955275375,-0.4365003743564886,-0.25752470421926166,-0.5809107321144649,0.7833142099521329,-0.14723087963306436,-0.3213206135489066,-0.5309997155058501,76.97809108489105,-0.5804007047324975,0.3061793712185148,-0.5804007047324975,0.7014010507880911,0.6948279818263791,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.05013745555745,0.1025192843927655,2023-01-27,2023-03-20,0.0,1.0,1
BH_A25_F70_M120_W65_X120S40D20,70,120,0.65,120,40,-0.2,0.2999435703554023,-0.6070790609108911,0.4940766197821949,1267.439717795652,893,-0.163793955275375,-0.4365003743564886,-0.25752470421926166,-0.5809107321144649,0.783314209952134,-0.14723087963306436,-0.29849671481935514,-0.5499605073457781,269.2021133873041,-0.6070790609108911,0.4095955605456232,-0.6070790609108911,0.7434325744308231,0.736859505469111,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523427,0.6504996583914275,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X120S40D22,70,120,0.65,120,40,-0.22,0.29609429285074396,-0.6164844552347768,0.4802948238783764,1169.0931420990294,1002,-0.1915282418436529,-0.4801396167557769,-0.2421524687904365,-0.5722338927256794,0.7833142099521337,-0.14723087963306436,-0.44502358906572226,-0.6164844552347768,251.55685390092427,-0.6164844552347768,0.40377089535053035,-0.6164844552347768,0.7516053706946877,0.744087111504831,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523433,0.6504996583914281,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X120S50D18,70,120,0.65,120,50,-0.18,0.30713617064276355,-0.5804007047324975,0.5291795274168738,1472.975389106341,874,-0.1370846058782973,-0.43650037435648914,-0.19977465465773714,-0.5643134086518344,0.7833142099521331,-0.14723087963306436,-0.3213206135489072,-0.5309997155058506,281.3395453312328,-0.5804007047324975,0.41339828645818444,-0.5804007047324975,0.7438704028021016,0.7371597925461202,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523431,0.6504996583914279,2023-01-27,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F70_M120_W65_X120S50D20,70,120,0.65,120,50,-0.2,0.2992994956152053,-0.6070790609108916,0.4930156793188048,1250.4465880431692,1014,-0.2263739957026566,-0.5025459986396476,-0.20822445376351906,-0.5643134086518344,0.7833142099521333,-0.14723087963306436,-0.298496714819355,-0.5499605073457781,269.20211338730394,-0.6070790609108916,0.4095955605456232,-0.6070790609108916,0.747081144191477,0.7397165712352578,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523429,0.6504996583914276,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W65_X120S50D22,70,120,0.65,120,50,-0.22,0.2948738862516127,-0.6164844552347771,0.47831520121511456,1139.4778258650447,1002,-0.1915282418436529,-0.4801396167557769,-0.2613501644108349,-0.5830700084164808,0.7833142099521326,-0.14723087963306447,-0.4450235890657226,-0.6164844552347771,251.55685390092327,-0.6164844552347771,0.4037708953505301,-0.6164844552347771,0.7540863981319322,0.7465681389420756,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.663273745523431,0.6504996583914279,2023-01-27,2023-03-20,1.0,1.0,0
BH_A25_F70_M120_W80_X100S30D18,70,120,0.8,100,30,-0.18,0.22945997756177094,-0.5832490888048167,0.3934167784676288,277.6668192125564,874,-0.4040101478246795,-0.5832490888048167,-0.18234870512745405,-0.5596858377329434,0.7891823721547657,-0.14723087963306447,-0.28651837953840475,-0.5197288383937968,74.4177776809726,-0.5742252192807953,0.3035084448618326,-0.5742252192807953,0.7065090484530064,0.701618193492053,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8955443336201259,0.08742718749708349,2023-01-27,2023-01-27,0.0,1.0,1
BH_A25_F70_M120_W80_X100S30D20,70,120,0.8,100,30,-0.2,0.21743576038110635,-0.6057861178106143,0.35893156674990506,212.45573330127547,890,-0.4040101478246795,-0.5832490888048167,-0.2309092006096446,-0.5858361954974314,0.789182372154764,-0.14723087963306436,-0.3731468780255386,-0.5780417204687409,60.349173185205416,-0.6057861178106143,0.2871115974033165,-0.6057861178106143,0.7086981903093987,0.7038073353484453,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8955443336201248,0.08742718749708338,2023-01-27,2023-01-27,0.0,1.0,1
BH_A25_F70_M120_W80_X100S30D22,70,120,0.8,100,30,-0.22,0.23090102310158556,-0.6296988616973552,0.36668483484183395,286.6687143304146,851,-0.4040101478246795,-0.5832490888048167,-0.21498591682962354,-0.5772613330810104,0.789182372154765,-0.14723087963306436,-0.4498877356463541,-0.6296988616973552,80.09997590596642,-0.6296988616973552,0.3093269136925916,-0.6296988616973552,0.7140980735551664,0.709207218594213,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.4167672143227996,0.13831138028154952,2023-01-27,2023-01-27,0.0,1.0,1
BH_A25_F70_M120_W80_X100S40D18,70,120,0.8,100,40,-0.18,0.24243508469102748,-0.5804007047324975,0.41770294679908093,369.5766856294505,874,-0.24235390932397594,-0.4702096059182258,-0.21498591682962465,-0.5772613330810109,0.7891823721547631,-0.14723087963306447,-0.28651837953840453,-0.5197288383937966,81.24650865959997,-0.5804007047324975,0.31045437727293246,-0.5804007047324975,0.7011091652072388,0.697189826467014,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0671771065600657,0.10418277407961163,2023-01-27,2023-01-27,0.0,1.0,1
BH_A25_F70_M120_W80_X100S40D20,70,120,0.8,100,40,-0.2,0.2927008795344608,-0.6057861178106136,0.48317528402981264,1088.5256345337373,890,-0.24235390932397594,-0.4702096059182258,-0.21498591682962465,-0.5772613330810109,0.7891823721547646,-0.14723087963306436,-0.37314687802553903,-0.5780417204687411,241.24318391295566,-0.6057861178106136,0.40018686768622813,-0.6057861178106136,0.7443082311733801,0.7403888924331553,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.726966796839212,0.656717669192899,2023-01-27,2023-01-27,1.0,1.0,0
BH_A25_F70_M120_W80_X100S40D22,70,120,0.8,100,40,-0.22,0.29441900677145494,-0.6296988616973553,0.4675552469284247,1128.6253424224637,851,-0.24235390932397594,-0.4702096059182258,-0.21498591682962465,-0.5772613330810109,0.7891823721547644,-0.14723087963306436,-0.4498877356463543,-0.6296988616973553,250.1670719728868,-0.6296988616973553,0.4032960396525127,-0.6296988616973553,0.7492702860478693,0.7453509473076445,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.726966796839216,0.6567176691928993,2023-01-27,2023-01-27,1.0,1.0,0
BH_A25_F70_M120_W80_X100S50D18,70,120,0.8,100,50,-0.18,0.2371863997856407,-0.5917704274378565,0.40080813232349016,329.32750258601743,874,-0.24235390932397594,-0.4702096059182258,-0.17703203535809942,-0.5643134086518344,0.7891823721547633,-0.14723087963306447,-0.39354198162161624,-0.5917704274378565,68.90937570048642,-0.5917704274378565,0.2974609551940517,-0.5917704274378565,0.7027145359019265,0.6987951971617017,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0671771065600666,0.10418277407961171,2023-01-27,2023-01-27,0.0,1.0,1
BH_A25_F70_M120_W80_X100S50D20,70,120,0.8,100,50,-0.2,0.297958458197326,-0.6057861178106143,0.49185421956215275,1215.7663348446786,890,-0.24235390932397594,-0.4702096059182258,-0.1232235012027868,-0.5643134086518344,0.7891823721547646,-0.14723087963306425,-0.37314687802553925,-0.5780417204687411,241.24318391295517,-0.6057861178106143,0.4001868676862279,-0.6057861178106143,0.7448920023350847,0.7409726635948599,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.726966796839211,0.6567176691928988,2023-01-27,2023-01-27,1.0,1.0,0
BH_A25_F70_M120_W80_X100S50D22,70,120,0.8,100,50,-0.22,0.29320017762714157,-0.629698861697356,0.46561967229354556,1100.0351512547065,851,-0.24235390932397594,-0.4702096059182258,-0.23487179202984554,-0.5879700943031129,0.7891823721547635,-0.14723087963306447,-0.4498877356463552,-0.629698861697356,250.16707197288594,-0.629698861697356,0.4032960396525125,-0.629698861697356,0.7517513134851138,0.747831974744889,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.726966796839211,0.6567176691928988,2023-01-27,2023-01-27,1.0,1.0,0
BH_A25_F70_M120_W80_X110S30D18,70,120,0.8,110,30,-0.18,0.24348896599273973,-0.5742252192807956,0.4240304288580433,378.21078862192996,874,-0.2303906112020423,-0.46184416919976834,-0.13752490208390122,-0.5355477297026469,0.789182372154764,-0.14723087963306436,-0.2865183795384043,-0.5197288383937966,74.4177776809726,-0.5742252192807956,0.3035084448618326,-0.5742252192807956,0.6986281377699942,0.6947463145265033,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.895544333620125,0.0874271874970834,2023-01-27,2023-01-27,0.0,1.0,1
BH_A25_F70_M120_W80_X110S30D20,70,120,0.8,110,30,-0.2,0.2289171198275144,-0.6057861178106138,0.37788439367816695,274.3468306646909,890,-0.2303906112020423,-0.46184416919976834,-0.23090920060964515,-0.5858361954974318,0.7891823721547659,-0.14723087963306436,-0.3731468780255385,-0.5780417204687409,60.349173185205586,-0.6057861178106138,0.2871115974033167,-0.6057861178106138,0.7014010507880911,0.6975192275446002,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.895544333620126,0.08742718749708352,2023-01-27,2023-01-27,0.0,1.0,1
BH_A25_F70_M120_W80_X110S30D22,70,120,0.8,110,30,-0.22,0.24250937037467413,-0.6296988616973553,0.38511959465988127,370.17901096481455,851,-0.2303906112020423,-0.46184416919976834,-0.21498591682962398,-0.5772613330810107,0.7891823721547642,-0.14723087963306447,-0.4498877356463542,-0.6296988616973553,80.09997590596629,-0.6296988616973553,0.30932691369259135,-0.6296988616973553,0.7068009340338587,0.7029191107903678,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.416767214322795,0.13831138028154907,2023-01-27,2023-01-27,0.0,1.0,1
